,0
0,1.50349161934331
1,1.5044913577809926
2,1.5049429862894117
3,1.5041434848375619
4,1.503663860749453
5,1.5032535567395386
6,1.5028945246323941
7,1.502244074702263
8,1.5012890707232058
9,1.4998568302415314
10,1.4990076800286771
11,1.4986812129482627
12,1.4974268768161534
13,1.4960817560747266
14,1.495021711924672
15,1.4957392579875886
16,1.4973059482648972
17,1.499111166576296
18,1.499860690101981
19,1.5001191903382538
20,1.5007355445653203
21,1.5011849567055704
22,1.5014639497213067
23,1.501697002004832
24,1.5020585098788144
25,1.5026694865457713
26,1.5041479847379031
27,1.507104201076925
28,1.5116778344869612
29,1.5155167514376338
30,1.5192101878754798
31,1.5230178928911684
32,1.5266109256349505
33,1.5295663705453275
34,1.5314005976155398
35,1.5325247762255372
36,1.5339652144350113
37,1.5374973729938266
38,1.5438292232014235
39,1.5525330970302225
40,1.560473767661303
41,1.5692203115329149
42,1.5788998161137104
43,1.5874835058756172
44,1.5955524816475808
45,1.6032313407532874
46,1.6109863623224199
47,1.6188452537350355
48,1.62710632179603
49,1.6396939027436077
50,1.6545210085958244
51,1.6691210951909423
52,1.689431052032113
53,1.7082516696952283
54,1.720101025864482
55,1.7334189575150611
56,1.751107046325505
57,1.7690103282600642
58,1.7836590186908843
59,1.7966953037761153
60,1.8153185381278394
61,1.8389333399794994
62,1.8661908358722925
63,1.8917154454238712
64,1.9172132148683072
65,1.942874351742119
66,1.9675714257873596
67,1.9915128570757807
68,2.0146056162968278
69,2.0371366207279267
70,2.059832737064361
71,2.083190710797906
72,2.105790989033133
73,2.1280034838549793
74,2.1499975394383073
75,2.171453316075355
76,2.191727635598928
77,2.2090433852218094
78,2.2263925608910617
79,2.2391297087207436
80,2.2530123156554995
81,2.2686090878769756
82,2.2915065887466075
83,2.3027615484885873
84,2.308180273638666
85,2.314785921088606
86,2.3371508429422976
87,2.3648246326081455
88,2.3929111189052463
89,2.410608466916531
90,2.4233774508349604
91,2.433668967424333
92,2.4455131716243925
93,2.45849124988988
94,2.4721273823067547
95,2.4855100441224875
96,2.4977685275651518
97,2.5089621096894144
98,2.5193497785657644
99,2.530213193675876
100,2.541695964018256
101,2.5532472747445105
102,2.565413703841716
103,2.5768971790298827
104,2.5810840263083574
105,2.586304526257515
106,2.5940002853073176
107,2.6019732022218407
108,2.6098424366623165
109,2.6168386679589752
110,2.6212991428025063
111,2.624210049366207
112,2.6262684142753483
113,2.629285516020656
114,2.6328385647550223
115,2.636780841617286
116,2.6410656491406264
117,2.6454880330950017
118,2.6499208611443636
119,2.653874157418311
120,2.657658603714407
121,2.661280431207269
122,2.6636561196960504
123,2.667228060182184
124,2.6721473793491723
125,2.6772506218709045
126,2.6819736494176087
127,2.686281094647199
128,2.6905976424403484
129,2.6937707941554483
130,2.6961296220324926
131,2.698761660876125
132,2.702963790508359
133,2.7087054188229143
134,2.7157745894663035
135,2.722055539213866
136,2.7263522163085634
137,2.726381414603442
138,2.725622183721512
139,2.7255012109041217
140,2.727764653701335
141,2.736015739533306
142,2.7485032633021476
143,2.7610588638879356
144,2.7735235424026845
145,2.7863794227980074
146,2.8001494064308696
147,2.814128408090025
148,2.8286577526904644
149,2.8441074185654522
150,2.862697409377247
151,2.8823022016100586
152,2.9016551783487197
153,2.9236540220059455
154,2.947905160113424
155,2.974221631919592
156,3.00518871575296
157,3.0389955797500914
158,3.074476882793009
159,3.1119432166449728
160,3.152151569318771
161,3.1957090621747075
162,3.245756700387597
163,3.297936014158278
164,3.351043675124645
165,3.4059541688472033
166,3.465541895931959
167,3.531446020743251
168,3.608647157782316
169,3.6825779911845915
170,3.753132692591101
171,3.824978193220496
172,3.903781299778819
173,3.9842767968669537
174,4.056130486961455
175,4.126233812291176
176,4.198308036164939
177,4.277546890094131
178,4.347288611926139
179,4.409857223845274
180,4.466662242825329
181,4.524763400097192
182,4.57946704953313
183,4.628544078554957
184,4.6746905031159525
185,4.715302914954723
186,4.750268763297797
187,4.780648499156535
188,4.80997090069577
189,4.838261120934039
190,4.8628254124924535
191,4.887012237677723
192,4.909424334671348
193,4.9274765180766575
194,4.943485246946662
195,4.959236882526428
196,4.976291475778073
197,4.995675661575048
198,5.013897680076957
199,5.029122412842513
200,5.042801582604646
201,5.054010367192329
202,5.062287000270188
203,5.066934937627614
204,5.068014065754412
205,5.065742074781657
206,5.060161888913065
207,5.05028032202497
208,5.037076990400999
209,5.021470543000847
210,5.0027161004990335
211,4.980239785715193
212,4.953336587548256
213,4.9258649260059
214,4.895745548383147
215,4.861837687125057
216,4.82299786184132
217,4.782046890366078
218,4.7390833446316405
219,4.692838168763369
220,4.645472113081068
221,4.59939013422057
222,4.556582976844907
223,4.51142312508747
224,4.469592844191938
225,4.433465845007449
226,4.397208561444282
227,4.363190780158341
228,4.331731674160808
229,4.3023910473726685
230,4.276064833564311
231,4.2516381771229215
232,4.2278022832222275
233,4.204393296057731
234,4.184078386046737
235,4.167614318735152
236,4.147988561968505
237,4.127999051778018
238,4.10870526964739
239,4.090690052451937
240,4.076107429842652
241,4.063294456379116
242,4.050014548983425
243,4.040950192208588
244,4.033858638416976
245,4.027255536159874
246,4.021574733231216
247,4.0174149712756275
248,4.013658328726887
249,4.007402147278934
250,4.0022277404718105
251,3.996762857021391
252,3.9893708975881332
253,3.9801634428717185
254,3.968875200565905
255,3.9548619520127777
256,3.936481601882726
257,3.91748500289619
258,3.8976680140726274
259,3.8763791556775566
260,3.856456329355389
261,3.837269171335548
262,3.8180768142521386
263,3.7978395169973367
264,3.777410070195049
265,3.758095110663772
266,3.741606867392361
267,3.724251502404362
268,3.707132669921219
269,3.6912357465021315
270,3.6777988123990593
271,3.665795276968926
272,3.655534995210171
273,3.6478920848846434
274,3.642143095679581
275,3.6361848186679175
276,3.629170340651273
277,3.624699555046112
278,3.621981606859714
279,3.620437253233045
280,3.6192784182809294
281,3.619429204154759
282,3.617301730630546
283,3.611277125755697
284,3.603893852109462
285,3.5949322152405987
286,3.5828268071144818
287,3.5661886644288905
288,3.5483137202255435
289,3.529883139774949
290,3.5109127515912055
291,3.490568963970244
292,3.468795654335618
293,3.446259569375217
294,3.423260676451773
295,3.3964201161324974
296,3.3716265313901013
297,3.3498967653229834
298,3.3304060582287613
299,3.312792577738315
300,3.2981328208208085
301,3.286242299438268
302,3.2730684413328763
303,3.258997962828726
304,3.246146045804769
305,3.236225470115244
306,3.2251582389526066
307,3.211228466125578
308,3.193684399860352
309,3.171909964904934
310,3.1508599878415464
311,3.129743796040117
312,3.1084217183187604
313,3.088346933999657
314,3.0680599141806364
315,3.0490096716552966
316,3.0327264115720984
317,3.017474823367596
318,3.005572728304565
319,2.9971574130788445
320,2.99117282923907
321,2.9864036927193403
322,2.9831742577597504
323,2.981934013473988
324,2.9839427909940484
325,2.98573693439588
326,2.9891084597401325
327,2.99535580907017
328,3.0065096174232666
329,3.018058522159606
330,3.033005555391311
331,3.05286563764587
332,3.0742865287318826
333,3.1033352122008795
334,3.135960411950945
335,3.1723632073611014
336,3.233896110140532
337,3.3096766997411855
338,3.3918890550702807
339,3.4751117602698507
340,3.5593096017777923
341,3.6615461621321743
342,3.7806019039623444
343,3.910248347959668
344,4.074019446653127
345,4.258940051343292
346,4.451812776152789
347,4.643313376499712
348,4.862517683951557
349,5.104682594449819
350,5.3557962923243645
351,5.602015826686471
352,5.8744775261119
353,6.1524908481545735
354,6.422648390628398
355,6.679282900486141
356,6.964811717666686
357,7.263920265794546
358,7.560109501612186
359,7.841783858077227
360,8.155646297916025
361,8.484084267803281
362,8.822176102782041
363,9.167847567981482
364,9.511108846794814
365,9.834819471967217
366,10.17720006627366
367,10.58175962656066
368,11.059178689623625
369,11.591987002706528
370,12.114900359838455
371,12.587258298069985
372,13.039685974045844
373,13.515093219219896
374,14.048564198640735
375,14.644497408436985
376,15.225391108077767
377,15.825338960997763
378,16.44623409916386
379,17.0903210696347
380,17.76013271367699
381,18.444813375854494
382,19.116185935956985
383,19.772042234130204
384,20.423458606549353
385,21.094564704888313
386,21.777389158181105
387,22.46587154333219
388,23.153248280979696
389,23.831354853417725
390,24.49307256544009
391,25.14218784830421
392,25.77331278214678
393,26.37231798482016
394,26.956904407958685
395,27.528591501306
396,28.07269445512072
397,28.574953890662634
398,29.06729076500758
399,29.572605028857296
400,30.043565522242336
401,30.459045568203926
402,30.83764747319445
403,31.18632591581568
404,31.514683889885248
405,31.813448433427514
406,32.03906301792264
407,31.957088428983084
408,31.81302829558477
409,31.965929864906528
410,32.54619025366604
411,33.4451509479478
412,33.53234370498508
413,33.738908626242726
414,34.03696232224255
415,34.23990306152477
416,34.28185206195637
417,34.318191235151886
418,34.36460219475776
419,34.43550567710549
420,34.53749427144007
421,34.62217076672316
422,34.70610121962801
423,34.79773530840501
424,34.886242709174745
425,34.94483228834794
426,35.01640801679641
427,35.08754491499662
428,35.160072446795546
429,35.231101207192985
430,35.291065007347605
431,35.34624667243287
432,35.398856562378256
433,35.45244985522926
434,35.50465537394806
435,35.543315046690395
436,35.56314430454075
437,35.588779313345256
438,35.62030254489482
439,35.65946330260708
440,35.719709357719125
441,35.78961740746722
442,35.8675527309604
443,35.927770679854596
444,35.96449726031423
445,35.99715339556858
446,36.044145482221985
447,36.08505089054481
448,36.12267735840604
449,36.160011734846975
450,36.19456020805686
451,36.20572693252862
452,36.2537601483129
453,36.329560618141294
454,36.397284444937114
455,36.43109101333469
456,36.43809157938362
457,36.45780455572531
458,36.477385388151546
459,36.48335522249192
460,36.46391874875054
461,36.40725559501574
462,36.325987644433226
463,36.28821422651186
464,36.30214720057026
465,36.35636046169325
466,36.4411771408081
467,36.56048636796028
468,36.68501626042798
469,36.714429892844706
470,36.63668767218068
471,36.589490785438564
472,36.735911341441415
473,36.91296545881108
474,36.941506759408114
475,36.85380837142765
476,36.79984305149094
477,36.833785047034176
478,36.88912262219117
479,36.939290489526094
480,36.94888637459353
481,36.96490880852341
482,37.01114181365595
483,37.067417641163615
484,37.098155080275234
485,37.14277436814234
486,37.16360007202402
487,37.19790147281363
488,37.232353561588376
489,37.25535575262234
490,37.27257740685642
491,37.30717947431728
492,37.355898011139786
493,37.402803857086596
494,37.42446733040512
495,37.431788542974736
496,37.43127914202064
497,37.42514526139796
498,37.45300093234778
499,37.52085321641415
500,37.55639932335467
501,37.4688003361255
502,37.4343949502483
503,37.58455086534918
504,37.80776000763326
505,37.83967736570463
506,37.751085070168976
507,37.720885676957664
508,37.72248034458309
509,37.74791521191448
510,37.78785672482699
511,37.81286859123856
512,37.798411735001956
513,37.67566596400514
514,37.6853148098968
515,37.83374884258062
516,38.000291596138474
517,38.05860686698631
518,38.006737669797985
519,37.98115574598089
520,37.99036882176697
521,37.9687764291279
522,38.019070085691666
523,38.02000460421518
524,38.03419241233468
525,38.05373526756838
526,38.047835471811155
527,38.03287034805193
528,38.011155325710774
529,38.063811133890596
530,38.06513276151642
531,38.111021968659756
532,38.077456091730305
533,38.034843379803746
534,38.03286401980742
535,38.068066437438134
536,38.12001034419164
537,38.132360288926215
538,38.07151520724222
539,38.04353565070406
540,37.979337780158964
541,37.92383817057981
542,37.78645521393492
543,37.64865898664966
544,37.55781604118869
545,37.51219414732381
546,37.48635887688473
547,37.45385143165513
548,37.52553306165933
549,37.59925901017636
550,37.80133540468513
551,38.0084890570879
552,37.966566285251076
553,37.79810176129565
554,37.56503500997275
555,37.43429778250232
556,37.41208899378926
557,37.43721793161779
558,37.54361407106295
559,37.62947227853537
560,37.456993986534336
561,37.43878631113619
562,37.39285000462681
563,37.447373225437104
564,37.462829136442394
565,37.46998944563121
566,37.616200069013985
567,37.691798585404456
568,37.64194036137685
569,37.56414405135364
570,37.46462269236818
571,37.41729282007292
572,37.429652901799976
573,37.37020485486761
574,37.20781054028198
575,36.98106535360813
576,36.63917139981911
577,36.23126978710964
578,35.82301094950214
579,35.529022008308026
580,35.23460256323218
581,35.0683957671307
582,35.034028288821126
583,35.291646387125546
584,35.50529026456178
585,35.707919718301284
586,36.18803934437558
587,36.082159672331066
588,35.4994013273336
589,35.09745026619733
590,34.67443690926805
591,34.551746916831284
592,34.60483693578243
593,34.6103717640385
594,34.663998298206934
595,34.496011124081164
596,34.316321746454385
597,34.10562978565544
598,33.903321344392
599,33.70640964677781
600,33.437428645333654
601,33.27639164498523
602,33.14902855739817
603,33.13606449528933
604,32.888931418237085
605,32.756366054734585
606,32.51995854883715
607,32.52535947811753
608,32.381598890400674
609,32.33116991092787
610,32.19060036743507
611,32.07282778518051
612,32.17258444992602
613,32.27683113743291
614,32.13796138904616
615,32.20838166768923
616,32.38389665337652
617,32.272321466623254
618,32.20132470177636
619,32.03486568845436
620,31.92126974465847
621,31.861497160893677
622,31.96063399826959
623,31.79258002690524
624,31.984123844557253
625,32.07962284918279
626,32.01356963279695
627,31.87589403267428
628,32.138003498501334
629,32.233786790230866
630,32.07863683995754
631,32.49980831995532
632,32.54737886661515
633,32.7068062322244
634,32.984628215661644
635,33.15990469647944
636,33.41196588032618
637,33.63968024710641
638,33.880205473882704
639,34.12777035139873
640,34.3827952765368
641,34.50307596570402
642,34.59368780751228
643,34.68966156037897
644,34.7878461300902
645,34.88487115320935
646,34.97932132761255
647,35.073134909263246
648,35.165960859309884
649,35.25754347146824
650,35.34731340740025
651,35.43539557832629
652,35.52305286347271
653,35.61140668000654
654,35.70111749596894
655,35.79153981634527
656,35.881671671236305
657,35.97071898697093
658,36.0575134115748
659,36.14296006149129
660,36.22880487179384
661,36.31691547032595
662,36.40782139891834
663,36.500418347061434
664,36.59380639409349
665,36.687024870193746
666,36.78062434606105
667,36.87459923812822
668,36.96825221558362
669,37.06085284764841
670,37.151192045751216
671,37.24093770336732
672,37.332574516153336
673,37.428175844604525
674,37.52640168664903
675,37.62721075485349
676,37.731308705541494
677,37.84016040750667
678,37.9587340392068
679,38.0798458308354
680,38.19378503613994
681,38.29127434172631
682,38.372375285868344
683,38.44623410237208
684,38.52233179729059
685,38.60833929259554
686,38.70049985018671
687,38.79479181844369
688,38.88767417324335
689,38.97842491290868
690,39.070680532889064
691,39.159608450850854
692,39.23969862275869
693,39.30511910627336
694,39.356257000345735
695,39.40240831261724
696,39.452983319067215
697,39.51323139692246
698,39.57789798209369
699,39.645369388403
700,39.71417791431249
701,39.78635562810451
702,39.86257353614494
703,39.936702018315344
704,40.002567196886986
705,40.05866217874214
706,40.10804840644821
707,40.15156357555836
708,40.18991016030387
709,40.22072482861057
710,40.24525910198315
711,40.267750729395445
712,40.292354731850324
713,40.31801403681412
714,40.34358396366611
715,40.37006976923719
716,40.398265496367216
717,40.431371529990436
718,40.46627641657741
719,40.497324379513415
720,40.5194169153437
721,40.535504478773476
722,40.54551556826382
723,40.54693899251818
724,40.53678535691351
725,40.51130180740729
726,40.47734858406037
727,40.4437437450558
728,40.417678531081975
729,40.39566066980511
730,40.37539949380084
731,40.35574061969967
732,40.33678666608632
733,40.32084325634167
734,40.304044256788494
735,40.28180043465794
736,40.24989797167628
737,40.20935925630331
738,40.165541611888266
739,40.1239629128404
740,40.09031821752637
741,40.06299168433622
742,40.033076601694525
743,39.99149708929136
744,39.93254934865534
745,39.86097463809625
746,39.78045054666773
747,39.69469759083911
748,39.60043443681002
749,39.495798175103225
750,39.391919618697465
751,39.300240129305415
752,39.23082284387052
753,39.17515971191824
754,39.116511500436815
755,39.038290322222565
756,38.93837778801993
757,38.82476170841977
758,38.70091397943422
759,38.56979470015912
760,38.422157406033584
761,38.264437565009295
762,38.111979460877926
763,37.979616027031085
764,37.86877645363138
765,37.76926381429359
766,37.671381777149435
767,37.567192354998745
768,37.46536024060473
769,37.36132468678653
770,37.24600860962123
771,37.11175237860232
772,36.96135428780913
773,36.7985415834181
774,36.62633081237301
775,36.44798326956332
776,36.26392318799868
777,36.069172665441776
778,35.85852879041508
779,35.62727316522971
780,35.37717680150494
781,35.11313215935751
782,34.84017709500864
783,34.560677754749356
784,34.271756239859016
785,33.973558525483305
786,33.66650412662849
787,33.34771254595891
788,33.01716439796388
789,32.681896522576366
790,32.3490281525217
791,32.016395605184144
792,31.681912687049056
793,31.352642753484844
794,31.035882306148853
795,30.729334911230204
796,30.431628650980446
797,30.14682031224742
798,29.878964165510983
799,29.626464510078723
800,29.388763702832158
801,29.167684588550035
802,28.964787112203243
803,28.779613210135697
804,28.612153506144136
805,28.46305725490153
806,28.333794153842334
807,28.227463129926473
808,28.13759331345633
809,28.056538064023844
810,27.979317473471912
811,27.911697846354542
812,27.85090925414115
813,27.79323741019443
814,27.735796210329234
815,27.68031225686744
816,27.628644264177975
817,27.582532782848922
818,27.544461667662862
819,27.514101325776426
820,27.48677493667528
821,27.457620415422312
822,27.425159012489765
823,27.39190413622036
824,27.357704654689883
825,27.322383760184053
826,27.285613094856583
827,27.247558884064105
828,27.208744524025178
829,27.169602446063607
830,27.127963019028304
831,27.08547334771752
832,27.04569055509791
833,27.011969341004637
834,26.983046124511212
835,26.958231165153535
836,26.93803856746182
837,26.9234562854357
838,26.917548814772818
839,26.91567971029356
840,26.911756988271332
841,26.899885664710403
842,26.88100249336586
843,26.861102330074463
844,26.84647774930671
845,26.8413877791971
846,26.842626159346107
847,26.848507200163606
848,26.857496281722934
849,26.87181446906403
850,26.893475027512018
851,26.91368060983643
852,26.923340392596273
853,26.91445140576884
854,26.893822184897218
855,26.874256220706553
856,26.86868110113144
857,26.878743963421133
858,26.89823540071547
859,26.924282940432438
860,26.95424654425159
861,26.99123081356064
862,27.033727025189254
863,27.077209958333523
864,27.116932679095864
865,27.15121773643941
866,27.18551051569581
867,27.226117849599575
868,27.279728461246194
869,27.34851172285974
870,27.422469762244823
871,27.490324213605373
872,27.543842373141644
873,27.588149532037974
874,27.627860081034157
875,27.667278113608056
876,27.70702421265915
877,27.74394342868552
878,27.78279105791375
879,27.82837816671878
880,27.885116054557265
881,27.949252655901763
882,28.013856103859098
883,28.071922602187847
884,28.121575633577997
885,28.166778136947002
886,28.210806946139037
887,28.256628806707266
888,28.30513345949128
889,28.353747648869454
890,28.399636680436135
891,28.440219451974333
892,28.47612487299517
893,28.508492581865937
894,28.53803925188854
895,28.56498553284555
896,28.588171985898168
897,28.609364479304844
898,28.630663993100075
899,28.653206564905496
900,28.675805453636496
901,28.698303213693954
902,28.720774285113066
903,28.74407912670597
904,28.768160065824535
905,28.79063576502651
906,28.80911704168096
907,28.823400333873927
908,28.834567965976895
909,28.8427956022799
910,28.84786327244267
911,28.845621279472113
912,28.840620993054657
913,28.84012883551121
914,28.851528717630355
915,28.87654561080411
916,28.90738144611791
917,28.9353019794926
918,28.954469909331948
919,28.970208444058148
920,28.981063664228472
921,28.98452240481526
922,28.97785136766657
923,28.96192258516327
924,28.94112024269328
925,28.91975090644136
926,28.89904661139995
927,28.876877550745753
928,28.852610516231508
929,28.825730715567616
930,28.796242314730584
931,28.764265389613062
932,28.72982164334506
933,28.692860556903486
934,28.653338787939397
935,28.61135583189055
936,28.566843553856014
937,28.51990857953876
938,28.471151050031928
939,28.41954262686074
940,28.363964815372977
941,28.303983836597208
942,28.240600871729843
943,28.17256823483035
944,28.09842450475395
945,28.016195946537707
946,27.92673392616734
947,27.83377691562474
948,27.741004957282545
949,27.650099182282393
950,27.558503329579537
951,27.463370630080256
952,27.36202160541936
953,27.255561579523242
954,27.144309974682326
955,27.0276712880522
956,26.904795248243964
957,26.774745802545553
958,26.639768155243992
959,26.5025929312855
960,26.36497011825218
961,26.22543980501294
962,26.083698567586392
963,25.939557670989632
964,25.793881315469736
965,25.646624448576574
966,25.495579958076036
967,25.338376474948973
968,25.175044445453583
969,25.006465271320195
970,24.83246542000249
971,24.652495316877214
972,24.462580345188822
973,24.267340985717627
974,24.07424376974404
975,23.889464953970162
976,23.710375235337764
977,23.53473451654315
978,23.36101661811992
979,23.18979426467046
980,23.023368993408237
981,22.856188666195422
982,22.682093890371178
983,22.495633326061814
984,22.300334646937998
985,22.10432747618407
986,21.915800416516515
987,21.73384098847359
988,21.556033003526924
989,21.384625731994213
990,21.22172540283352
991,21.067338611806928
992,20.920522071596984
993,20.78015604240447
994,20.643577973415706
995,20.507201030717045
996,20.380632810220867
997,20.274620785274355
998,20.1894071399279
999,20.116992190225425
1000,20.073304991713908
1001,20.074949208591136
1002,20.15591115816608
1003,20.295337218505885
1004,20.42738247060999
1005,20.488082321722803
1006,20.487510830137882
1007,20.44344094743878
1008,20.35047724898383
1009,20.1961318839468
1010,19.956727262418717
1011,19.682272346954047
1012,19.43247029566765
1013,19.251958394803854
1014,19.115015053495764
1015,18.99296832528338
1016,18.85863102243468
1017,18.718793777195362
1018,18.58540641603097
1019,18.414430981057137
1020,18.159662597359716
1021,17.75531441961601
1022,17.281330012451114
1023,16.866676442056892
1024,16.630070056564357
1025,16.54854365299195
1026,16.563080525974925
1027,16.62727592543587
1028,16.726884701701998
1029,16.922706448251756
1030,17.12401821979284
1031,17.22394684602097
1032,17.19408254544288
1033,17.089051769255104
1034,16.88110341140628
1035,16.541133588071915
1036,15.985171847227214
1037,15.283768285185843
1038,14.596933242630959
1039,14.064362315756082
1040,13.615545071685316
1041,13.241943483186516
1042,12.972973903904858
1043,12.855228731295467
1044,12.920283499599991
1045,13.048595652793349
1046,13.10850346657261
1047,13.017494874385001
1048,12.845732606132325
1049,12.678025268650053
1050,12.59932193520814
1051,12.686910450318454
1052,12.85310483615026
1053,12.952385150795429
1054,12.851930377636103
1055,12.583450758898259
1056,12.203085444805026
1057,11.749427923682335
1058,11.218979501838984
1059,10.533262600194663
1060,9.839776184237003
1061,9.308430320874603
1062,9.048626697255672
1063,8.968329577415435
1064,8.94789301886037
1065,8.871567223200948
1066,8.762687976140528
1067,8.647604569426179
1068,8.505565747058393
1069,8.312178796783089
1070,8.04262228217721
1071,7.749013182646035
1072,7.496618885989489
1073,7.334863820560278
1074,7.236703638097644
1075,7.169262495873869
1076,7.101092128134518
1077,7.017932992982866
1078,6.936818898691238
1079,6.8651841978356245
1080,6.810395538830756
1081,6.776136805090308
1082,6.755838355933131
1083,6.741031426128744
1084,6.727504109467566
1085,6.7272345067337165
1086,6.725039042013884
1087,6.700850502967835
1088,6.636623252916335
1089,6.540360655585676
1090,6.4364795810900635
1091,6.349720960761607
1092,6.2863461646676075
1093,6.234440522076935
1094,6.1912073060117665
1095,6.15465955293849
1096,6.131887235018612
1097,6.115665528963506
1098,6.093936092492938
1099,6.055334638912976
1100,6.00168242148012
1101,5.944977404557168
1102,5.897598406070472
1103,5.861454757884891
1104,5.830631137046219
1105,5.8125100087650114
1106,5.814643706270307
1107,5.842592149161548
1108,5.887866142737121
1109,5.93877907825932
1110,5.985326258203386
1111,6.03125671038404
1112,6.080286856593937
1113,6.134822539893537
1114,6.19906607496515
1115,6.27375658814013
1116,6.349814392895252
1117,6.417607604643704
1118,6.475857417954504
1119,6.528516805591434
1120,6.573791781804711
1121,6.609673631905019
1122,6.631697185130416
1123,6.646231008951365
1124,6.66239952579215
1125,6.686921329666674
1126,6.7149067197665575
1127,6.746503111259639
1128,6.7827943711027485
1129,6.825957766146958
1130,6.875165493043511
1131,6.92580643138662
1132,6.973322505467386
1133,7.023662960838526
1134,7.072985639090836
1135,7.111179331298918
1136,7.127407711352407
1137,7.1179030137084425
1138,7.099608232983947
1139,7.091425244668126
1140,7.105358858790995
1141,7.132138353087751
1142,7.164332783403991
1143,7.194867352277785
1144,7.223964367771893
1145,7.253925801329315
1146,7.283438440543412
1147,7.310968682210148
1148,7.3338859487928465
1149,7.357033178469539
1150,7.386428677251936
